hot,images,int,labels,path
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 56  56  44]
  [ 58  58  46]
  [ 58  58  46]
  ...
  [ 59  61  40]
  [ 59  61  40]
  [ 61  65  44]]

 [[ 54  55  42]
  [ 57  57  45]
  [ 57  57  45]
  ...
  [ 59  61  40]
  [ 59  61  40]
  [ 61  63  42]]

 [[ 54  55  41]
  [ 55  55  43]
  [ 55  55  43]
  ...
  [ 59  61  40]
  [ 60  62  41]
  [ 60  62  41]]

 ...

 [[225 208 204]
  [212 194 190]
  [217 201 196]
  ...
  [ 76  71  52]
  [ 78  73  53]
  [ 78  73  53]]

 [[211 195 188]
  [201 178 166]
  [217 192 167]
  ...
  [ 74  69  49]
  [ 75  70  51]
  [ 75  70  51]]

 [[219 201 184]
  [199 180 158]
  [205 187 160]
  ...
  [ 73  68  49]
  [ 73  68  49]
  [ 72  67  48]]]",3,n3,input/training/n3/n3162.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 53  54  46]
  [ 51  52  44]
  [ 52  53  45]
  ...
  [ 35  38  21]
  [ 36  39  22]
  [ 40  43  26]]

 [[ 49  49  42]
  [ 46  47  39]
  [ 47  48  40]
  ...
  [ 35  38  21]
  [ 34  37  20]
  [ 37  40  24]]

 [[ 48  49  41]
  [ 50  52  40]
  [ 52  53  47]
  ...
  [ 35  38  21]
  [ 35  38  21]
  [ 38  41  24]]

 ...

 [[ 84  94  86]
  [ 88  95  88]
  [ 87  94  86]
  ...
  [ 92  75  47]
  [107  86  59]
  [109  89  62]]

 [[ 86  93  86]
  [ 96 101  95]
  [ 87  92  86]
  ...
  [ 97  77  52]
  [107  83  57]
  [113  91  64]]

 [[ 91  96  90]
  [ 91  96  90]
  [ 95 100  94]
  ...
  [ 91  71  46]
  [107  83  57]
  [110  86  58]]]",3,n3,input/training/n3/n3042.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[169 169 164]
  [165 164 153]
  [131 132 131]
  ...
  [246 253 255]
  [250 254 255]
  [250 254 254]]

 [[166 159 146]
  [167 161 150]
  [119 120 115]
  ...
  [249 254 255]
  [250 254 255]
  [250 254 255]]

 [[163 157 141]
  [166 163 146]
  [117 116 112]
  ...
  [253 255 254]
  [250 254 255]
  [247 252 255]]

 ...

 [[ 55  51  44]
  [ 77  70  62]
  [ 59  54  47]
  ...
  [ 27  30  31]
  [ 28  29  31]
  [ 40  47  39]]

 [[ 61  53  51]
  [ 61  56  52]
  [ 54  48  46]
  ...
  [ 16  16  26]
  [ 29  30  36]
  [ 44  49  45]]

 [[172 163 126]
  [167 160 124]
  [142 138  99]
  ...
  [122 124  90]
  [124 127  93]
  [138 139  99]]]",3,n3,input/training/n3/n3137.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[224 231 239]
  [224 231 239]
  [222 228 237]
  ...
  [ 94  90  82]
  [102 109 107]
  [121 124 115]]

 [[223 230 238]
  [221 228 236]
  [219 226 234]
  ...
  [121 129 129]
  [187 194 202]
  [190 194 197]]

 [[224 231 239]
  [221 228 238]
  [214 222 231]
  ...
  [138 137 143]
  [181 188 198]
  [166 169 174]]

 ...

 [[119 135 152]
  [127 144 160]
  [109 125 142]
  ...
  [215 193 174]
  [181 161 139]
  [196 173 155]]

 [[122 139 155]
  [113 131 146]
  [101 119 136]
  ...
  [212 190 162]
  [204 186 166]
  [207 193 174]]

 [[115 132 147]
  [124 141 157]
  [122 140 156]
  ...
  [201 177 153]
  [180 162 142]
  [137 115  95]]]",3,n3,input/training/n3/n3023.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 45  45  43]
  [ 29  31  30]
  [ 22  23  28]
  ...
  [ 52  53  48]
  [ 54  53  49]
  [ 50  51  46]]

 [[ 44  42  42]
  [ 29  31  30]
  [ 23  23  30]
  ...
  [ 53  52  48]
  [ 52  53  48]
  [ 51  52  47]]

 [[ 44  42  42]
  [ 30  32  31]
  [ 22  22  30]
  ...
  [ 50  49  45]
  [ 51  52  47]
  [ 51  52  47]]

 ...

 [[ 91  91  81]
  [ 92  87  74]
  [ 75  72  64]
  ...
  [ 64  57  51]
  [ 54  47  41]
  [ 50  43  37]]

 [[ 93  86  75]
  [103  97  80]
  [ 99  91  78]
  ...
  [ 56  49  41]
  [ 56  49  41]
  [ 47  43  34]]

 [[ 95  90  71]
  [ 84  77  58]
  [108 102  80]
  ...
  [ 53  44  37]
  [ 54  45  38]
  [ 60  51  44]]]",3,n3,input/training/n3/n3154.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 24  30  28]
  [ 25  31  29]
  [ 26  32  30]
  ...
  [ 23  32  30]
  [ 26  35  32]
  [ 25  34  30]]

 [[ 25  31  29]
  [ 23  29  27]
  [ 26  32  30]
  ...
  [ 22  31  28]
  [ 24  33  30]
  [ 27  36  33]]

 [[ 31  37  34]
  [ 31  37  35]
  [ 32  38  36]
  ...
  [ 26  35  32]
  [ 25  34  30]
  [ 24  33  29]]

 ...

 [[132 154 152]
  [153 174 172]
  [161 181 180]
  ...
  [181 191 191]
  [184 201 195]
  [179 197 190]]

 [[164 181 178]
  [156 173 170]
  [171 188 185]
  ...
  [195 198 197]
  [181 205 204]
  [182 206 205]]

 [[173 185 185]
  [193 207 207]
  [192 208 207]
  ...
  [208 217 214]
  [211 231 236]
  [206 226 232]]]",3,n3,input/training/n3/n3110.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[136 134 139]
  [139 137 139]
  [185 175 183]
  ...
  [246 249 254]
  [246 249 254]
  [245 248 253]]

 [[139 137 142]
  [141 138 144]
  [197 191 195]
  ...
  [246 249 254]
  [246 249 254]
  [245 248 253]]

 [[163 162 167]
  [140 138 142]
  [184 198 203]
  ...
  [246 249 254]
  [246 249 254]
  [245 248 253]]

 ...

 [[197 195 196]
  [198 197 195]
  [195 194 192]
  ...
  [ 78  78  80]
  [ 81  81  83]
  [ 78  78  79]]

 [[200 198 199]
  [204 203 201]
  [195 194 192]
  ...
  [ 83  83  85]
  [ 76  76  78]
  [ 79  79  79]]

 [[190 186 183]
  [198 193 189]
  [196 196 194]
  ...
  [ 84  84  86]
  [ 79  79  80]
  [ 78  78  80]]]",3,n3,input/training/n3/n3054.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[104 112 126]
  [103 111 124]
  [104 115 127]
  ...
  [ 93 105 114]
  [ 83  93 105]
  [ 99 107 118]]

 [[105 114 126]
  [102 113 127]
  [104 112 124]
  ...
  [114 125 135]
  [ 97 107 118]
  [101 109 122]]

 [[105 114 131]
  [104 112 127]
  [105 113 126]
  ...
  [122 132 145]
  [107 117 128]
  [102 109 121]]

 ...

 [[ 91  95 100]
  [ 83  91  94]
  [ 86  91  98]
  ...
  [124 127 141]
  [115 116 119]
  [113 114 121]]

 [[ 90  95 101]
  [ 90  96 100]
  [ 87  96 104]
  ...
  [109 110 115]
  [110 112 117]
  [110 118 121]]

 [[ 83  91  98]
  [ 82  89  98]
  [ 79  85  90]
  ...
  [108 109 111]
  [118 117 122]
  [197 209 238]]]",3,n3,input/training/n3/n3045.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[173 162 160]
  [155 144 142]
  [142 130 132]
  ...
  [196 184 184]
  [191 181 180]
  [198 188 187]]

 [[159 149 147]
  [169 151 149]
  [155 144 142]
  ...
  [192 180 180]
  [196 186 185]
  [201 191 190]]

 [[138 129 124]
  [160 149 147]
  [165 152 149]
  ...
  [187 175 175]
  [189 179 178]
  [194 184 183]]

 ...

 [[186 155 127]
  [199 176 158]
  [195 176 156]
  ...
  [128 127 132]
  [121 120 122]
  [127 126 133]]

 [[198 180 165]
  [217 198 183]
  [191 172 158]
  ...
  [185 170 161]
  [137 131 137]
  [130 126 132]]

 [[194 173 157]
  [176 148 124]
  [168 140 116]
  ...
  [205 194 181]
  [188 174 163]
  [180 168 158]]]",3,n3,input/training/n3/n3161.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 36  51   0]
  [ 61  88   8]
  [ 80 109  34]
  ...
  [141 170 105]
  [158 178  71]
  [161 179  67]]

 [[ 39  58   3]
  [ 80 107  32]
  [ 86 113  32]
  ...
  [104 115  39]
  [117 132   6]
  [155 174  11]]

 [[ 52  71  15]
  [ 74  98  24]
  [ 65  89  13]
  ...
  [169 205 119]
  [149 176  76]
  [125 128  78]]

 ...

 [[211 195 172]
  [215 199 176]
  [210 199 177]
  ...
  [140 128 102]
  [137 125  99]
  [133 123  98]]

 [[212 196 173]
  [213 197 175]
  [213 198 180]
  ...
  [145 133 106]
  [151 139 113]
  [119 109  82]]

 [[211 195 172]
  [219 201 187]
  [214 204 192]
  ...
  [134 122  97]
  [163 152 124]
  [143 136 108]]]",3,n3,input/training/n3/n3150.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 82  78  76]
  [ 99  90  82]
  [ 99  92  84]
  ...
  [ 77  76  75]
  [ 70  68  69]
  [ 65  63  64]]

 [[ 89  88  85]
  [104  96  88]
  [103  96  88]
  ...
  [ 79  76  72]
  [ 74  72  73]
  [ 75  73  74]]

 [[102 102  99]
  [108 103  93]
  [110 103  95]
  ...
  [ 77  74  65]
  [ 75  73  74]
  [ 82  80  80]]

 ...

 [[ 36  37  39]
  [ 35  36  38]
  [ 38  38  42]
  ...
  [ 49  52  53]
  [ 49  50  52]
  [ 47  48  50]]

 [[ 35  36  38]
  [ 35  36  38]
  [ 35  36  40]
  ...
  [ 47  51  52]
  [ 49  50  52]
  [ 47  48  50]]

 [[ 34  35  37]
  [ 33  34  36]
  [ 31  32  36]
  ...
  [ 45  49  50]
  [ 49  50  52]
  [ 47  48  50]]]",3,n3,input/training/n3/n3164.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[241 250 255]
  [242 252 254]
  [243 253 255]
  ...
  [111 109 114]
  [108 103 107]
  [ 98  93  97]]

 [[244 254 255]
  [245 255 255]
  [245 255 255]
  ...
  [122 122 129]
  [ 84  82  85]
  [ 80  78  81]]

 [[245 255 255]
  [245 255 254]
  [245 255 254]
  ...
  [115 114 120]
  [ 89  87  90]
  [101  99 102]]

 ...

 [[ 14  16  13]
  [ 11  12  10]
  [ 11  12  10]
  ...
  [ 34  38  33]
  [ 43  43  41]
  [ 40  41  35]]

 [[ 31  37  33]
  [ 25  30  26]
  [ 14  18  12]
  ...
  [ 40  39  34]
  [ 17  21  20]
  [ 30  34  34]]

 [[ 50  55  51]
  [ 49  55  49]
  [ 43  52  44]
  ...
  [ 14  14  14]
  [ 12  14  11]
  [ 28  29  30]]]",3,n3,input/training/n3/n3059.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 51  49  52]
  [ 42  53  55]
  [ 47  50  56]
  ...
  [ 51  52  46]
  [ 46  47  39]
  [ 41  41  39]]

 [[ 21  34  34]
  [  3  28  25]
  [  5  23  27]
  ...
  [177 178 172]
  [184 184 176]
  [ 54  54  52]]

 [[ 16  29  30]
  [  0  27  25]
  [  3  24  29]
  ...
  [174 175 169]
  [179 180 172]
  [ 52  52  50]]

 ...

 [[ 17  23  25]
  [  0  14  14]
  [  3  14  18]
  ...
  [167 165 153]
  [166 164 151]
  [ 52  49  42]]

 [[ 16  26  28]
  [  4  18  21]
  [  3  14  18]
  ...
  [164 162 150]
  [158 156 142]
  [ 52  49  40]]

 [[ 50  52  49]
  [ 50  52  49]
  [ 49  51  48]
  ...
  [ 53  49  48]
  [ 54  51  46]
  [ 55  51  53]]]",3,n3,input/training/n3/n3125.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[129 126 133]
  [134 131 138]
  [139 135 143]
  ...
  [210 212 224]
  [209 211 223]
  [207 209 221]]

 [[147 146 152]
  [149 147 153]
  [152 151 158]
  ...
  [209 211 223]
  [209 210 223]
  [207 208 220]]

 [[156 155 163]
  [159 157 170]
  [161 159 170]
  ...
  [209 209 221]
  [207 207 219]
  [207 207 219]]

 ...

 [[ 31  27  17]
  [ 43  38  35]
  [ 56  50  52]
  ...
  [157 155 142]
  [159 152 138]
  [162 158 134]]

 [[ 34  29  28]
  [ 44  41  27]
  [ 53  45  42]
  ...
  [156 153 133]
  [159 153 136]
  [164 160 134]]

 [[ 22  18  14]
  [ 32  29  29]
  [ 49  41  39]
  ...
  [154 149 129]
  [160 155 132]
  [162 158 128]]]",3,n3,input/training/n3/n3020.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[147 153 149]
  [148 154 150]
  [150 156 152]
  ...
  [155 170 179]
  [158 172 181]
  [158 172 181]]

 [[144 150 146]
  [146 151 147]
  [147 153 149]
  ...
  [157 171 180]
  [156 170 179]
  [156 170 179]]

 [[141 147 145]
  [143 149 147]
  [145 151 149]
  ...
  [159 174 181]
  [157 170 180]
  [156 170 179]]

 ...

 [[173 175 172]
  [175 177 174]
  [175 177 174]
  ...
  [173 178 184]
  [172 179 183]
  [170 178 181]]

 [[170 173 170]
  [173 175 172]
  [173 176 173]
  ...
  [173 178 184]
  [169 177 180]
  [168 176 179]]

 [[172 174 171]
  [173 175 172]
  [173 175 172]
  ...
  [174 179 185]
  [172 180 183]
  [168 176 179]]]",3,n3,input/training/n3/n3065.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[187 191 200]
  [198 203 212]
  [201 204 213]
  ...
  [216 219 228]
  [208 211 218]
  [175 174 180]]

 [[190 194 203]
  [200 204 213]
  [206 209 218]
  ...
  [219 222 231]
  [199 202 207]
  [158 157 162]]

 [[200 204 213]
  [206 210 219]
  [214 217 226]
  ...
  [215 218 227]
  [187 191 194]
  [141 141 141]]

 ...

 [[114 115 119]
  [111 112 116]
  [111 113 117]
  ...
  [ 80  82  82]
  [ 87  88  90]
  [102 103 105]]

 [[114 115 119]
  [109 110 114]
  [112 113 117]
  ...
  [ 96  97 101]
  [ 97 101 102]
  [102 106 107]]

 [[111 112 116]
  [110 111 115]
  [113 114 118]
  ...
  [111 112 116]
  [110 114 117]
  [108 112 115]]]",3,n3,input/training/n3/n3123.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [252 252 252]
  [253 253 253]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [253 253 253]
  [253 253 253]]

 ...

 [[  6   6   8]
  [  4   4   6]
  [  5   5   7]
  ...
  [ 25  33  37]
  [ 29  34  42]
  [ 34  39  49]]

 [[  8   8  10]
  [  4   4   6]
  [  5   5   7]
  ...
  [ 15  25  27]
  [ 24  31  34]
  [ 23  31  34]]

 [[ 10  10  10]
  [  7   7   7]
  [  5   5   5]
  ...
  [ 54  58  62]
  [ 28  33  36]
  [ 33  39  42]]]",3,n3,input/training/n3/n3047.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 78 154 204]
  [ 72 146 201]
  [ 68 141 196]
  ...
  [146 195 222]
  [154 198 223]
  [159 200 224]]

 [[ 87 161 211]
  [ 84 160 210]
  [ 80 155 209]
  ...
  [149 196 223]
  [153 198 223]
  [154 198 225]]

 [[ 96 168 213]
  [ 99 170 214]
  [ 95 167 214]
  ...
  [148 195 223]
  [151 197 223]
  [153 199 225]]

 ...

 [[122 152 162]
  [122 152 162]
  [118 149 160]
  ...
  [103 123 121]
  [104 129 128]
  [106 134 137]]

 [[123 153 162]
  [121 152 162]
  [121 152 161]
  ...
  [110 132 130]
  [109 134 134]
  [107 134 137]]

 [[121 151 159]
  [120 153 162]
  [122 155 163]
  ...
  [107 132 129]
  [109 135 134]
  [107 135 138]]]",3,n3,input/training/n3/n3149.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[110 110 100]
  [114 110  99]
  [121 121 109]
  ...
  [171 189 211]
  [156 174 194]
  [118 134 147]]

 [[105 105  95]
  [103  99  88]
  [112 106  91]
  ...
  [187 205 227]
  [185 203 223]
  [160 181 202]]

 [[112 108  97]
  [ 96  92  81]
  [ 97  97  84]
  ...
  [197 214 230]
  [202 219 235]
  [193 210 231]]

 ...

 [[100  98  99]
  [ 97  95  96]
  [ 97  95  98]
  ...
  [  3   1   2]
  [  6   7   9]
  [ 10   5   9]]

 [[ 99  97 101]
  [ 98  96  97]
  [100  99  99]
  ...
  [ 77  68  68]
  [ 99  88  77]
  [124 113 103]]

 [[100  98  99]
  [ 95  93  94]
  [ 93  92  90]
  ...
  [137 120 111]
  [162 146 130]
  [188 172 157]]]",3,n3,input/training/n3/n3024.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 22  17  15]
  [  5   3   8]
  [110 114 127]
  ...
  [108 130 154]
  [111 128 154]
  [109 126 152]]

 [[ 78  74  75]
  [  5   2   2]
  [ 62  56  60]
  ...
  [108 130 154]
  [111 128 154]
  [109 126 152]]

 [[ 43  42  45]
  [ 53  47  49]
  [ 35  24  23]
  ...
  [106 128 152]
  [111 128 154]
  [109 126 152]]

 ...

 [[146 172 199]
  [150 176 203]
  [146 173 200]
  ...
  [119 140 169]
  [116 136 169]
  [116 136 169]]

 [[147 173 200]
  [151 177 204]
  [149 175 202]
  ...
  [121 142 171]
  [120 140 173]
  [120 140 173]]

 [[143 169 196]
  [146 172 199]
  [148 174 201]
  ...
  [122 143 172]
  [120 140 173]
  [120 140 173]]]",3,n3,input/training/n3/n3029.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 89  79  78]
  [ 90  81  77]
  [ 89  80  74]
  ...
  [ 51  51  61]
  [ 51  49  60]
  [ 52  52  62]]

 [[ 90  80  79]
  [ 91  81  77]
  [ 89  78  71]
  ...
  [ 54  54  64]
  [ 57  55  68]
  [ 56  55  66]]

 [[ 85  75  76]
  [ 91  81  79]
  [ 97  86  84]
  ...
  [ 63  61  72]
  [ 63  59  73]
  [ 62  58  72]]

 ...

 [[171 165 141]
  [163 151 126]
  [145 114  94]
  ...
  [108  81  63]
  [177 157 133]
  [136 127 108]]

 [[182 168 152]
  [166 162 150]
  [163 168 160]
  ...
  [166 159 152]
  [161 127 106]
  [159 147 131]]

 [[101  80  52]
  [115  86  61]
  [131 109  91]
  ...
  [162 136 113]
  [164 159 152]
  [209 190 164]]]",3,n3,input/training/n3/n3061.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[116 105 119]
  [110 102 114]
  [110 105 112]
  ...
  [141 135 135]
  [127 123 124]
  [119 115 116]]

 [[115 104 113]
  [106  95 103]
  [111 101 109]
  ...
  [128 124 123]
  [124 118 115]
  [115 108 106]]

 [[115 103 108]
  [107  95 102]
  [116 105 113]
  ...
  [125 124 122]
  [118 110 108]
  [113 103 102]]

 ...

 [[ 51  27  25]
  [ 46  22  22]
  [ 51  25  24]
  ...
  [ 16  12  11]
  [  9   7   8]
  [  7   5   6]]

 [[ 48  25  22]
  [ 44  20  18]
  [ 54  29  24]
  ...
  [ 20  14  14]
  [  9   6   7]
  [  5   3   4]]

 [[ 46  26  20]
  [ 40  17  13]
  [ 42  15   9]
  ...
  [ 17   7   8]
  [  9   6   7]
  [  5   3   4]]]",3,n3,input/training/n3/n3158.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[144 186 230]
  [147 188 231]
  [143 185 229]
  ...
  [172 210 247]
  [172 212 248]
  [169 210 245]]

 [[145 184 229]
  [146 186 231]
  [144 186 230]
  ...
  [163 205 245]
  [165 205 244]
  [167 205 245]]

 [[143 183 227]
  [140 182 225]
  [139 181 226]
  ...
  [155 197 239]
  [154 199 239]
  [159 197 240]]

 ...

 [[147 156 163]
  [125 129 119]
  [ 92  86  82]
  ...
  [175 189 178]
  [128 132 140]
  [158 170 169]]

 [[139 140 139]
  [130 126 115]
  [112 110 108]
  ...
  [132 136 133]
  [167 177 174]
  [147 158 155]]

 [[121 108  97]
  [136 127 117]
  [135 139 144]
  ...
  [113 109 111]
  [142 150 149]
  [141 148 141]]]",3,n3,input/training/n3/n3067.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 3 11 19]
  [ 3 11 19]
  [ 4 12 19]
  ...
  [31 26 27]
  [28 23 27]
  [23 21 24]]

 [[ 6 13 19]
  [ 6 13 19]
  [ 5 12 18]
  ...
  [28 24 24]
  [23 21 24]
  [22 20 23]]

 [[ 8 14 19]
  [ 7 13 18]
  [ 7 13 18]
  ...
  [26 24 24]
  [24 23 25]
  [22 22 24]]

 ...

 [[12  7  4]
  [21 16 13]
  [18 13  9]
  ...
  [34 27 17]
  [34 29 23]
  [33 28 22]]

 [[ 6  2  1]
  [14 10  9]
  [19 15 14]
  ...
  [32 26 15]
  [32 25 15]
  [32 25 15]]

 [[ 8  4  3]
  [ 9  5  4]
  [11  7  6]
  ...
  [29 22 15]
  [36 29 19]
  [29 22 12]]]",3,n3,input/training/n3/n3167.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[78 66 54]
  [67 56 46]
  [55 46 37]
  ...
  [14 11  6]
  [25 22 17]
  [25 22 18]]

 [[65 53 41]
  [51 41 31]
  [98 89 80]
  ...
  [21 17 11]
  [31 27 22]
  [34 30 25]]

 [[59 47 35]
  [50 40 30]
  [65 56 47]
  ...
  [30 25 19]
  [38 33 27]
  [42 37 31]]

 ...

 [[49 49 49]
  [47 47 47]
  [45 45 45]
  ...
  [55 54 52]
  [53 52 50]
  [43 42 40]]

 [[42 42 42]
  [43 43 43]
  [38 38 38]
  ...
  [49 48 46]
  [49 48 46]
  [43 42 40]]

 [[50 50 50]
  [48 48 48]
  [34 34 34]
  ...
  [37 36 34]
  [38 37 35]
  [35 34 32]]]",3,n3,input/training/n3/n3120.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[114 119  74]
  [114 125  79]
  [120 127  85]
  ...
  [179 173 108]
  [172 175 101]
  [168 181 104]]

 [[117 123  75]
  [119 135  89]
  [135 144  95]
  ...
  [178 177 110]
  [177 184 112]
  [179 185 111]]

 [[121 134  81]
  [148 154 107]
  [148 156 103]
  ...
  [183 185 119]
  [187 193 124]
  [192 195 122]]

 ...

 [[166 202  68]
  [178 214 118]
  [184 212 134]
  ...
  [178 206 104]
  [180 209 117]
  [183 209 121]]

 [[194 214 159]
  [198 214 143]
  [244 254 226]
  ...
  [196 217 139]
  [191 217 133]
  [187 212 131]]

 [[224 245 217]
  [223 235 190]
  [236 245 215]
  ...
  [207 214 157]
  [209 220 160]
  [188 207 136]]]",3,n3,input/training/n3/n3129.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 72  95  73]
  [ 59  76  50]
  [ 62  79  46]
  ...
  [192 193 195]
  [176 177 182]
  [173 174 177]]

 [[ 66  89  70]
  [ 58  76  55]
  [ 65  85  56]
  ...
  [193 194 196]
  [176 177 182]
  [185 185 188]]

 [[ 68  90  77]
  [ 60  79  55]
  [ 60  78  54]
  ...
  [177 178 176]
  [170 169 172]
  [187 186 190]]

 ...

 [[181 182 186]
  [169 171 175]
  [152 156 159]
  ...
  [187 182 179]
  [194 190 186]
  [184 177 169]]

 [[187 196 205]
  [170 172 170]
  [165 166 169]
  ...
  [188 185 180]
  [190 186 185]
  [194 191 186]]

 [[100 108 102]
  [189 193 200]
  [169 170 174]
  ...
  [198 196 190]
  [206 202 201]
  [194 191 186]]]",3,n3,input/training/n3/n3153.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   2]
  [  0   0   2]
  ...
  [  0   0   3]
  [  0   0   4]
  [  0   0   0]]

 [[  0   0   0]
  [ 81  83  90]
  [ 77  80  88]
  ...
  [116 123 139]
  [115 122 136]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [ 84  84  91]
  [ 53  54  59]
  ...
  [ 80  75  72]
  [ 40  39  34]
  [  0   0   0]]

 [[  1   1   1]
  [  0   0   4]
  [  0   0   4]
  ...
  [  1   0   0]
  [  1   0   0]
  [  0   0   0]]

 [[  0   0   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   0   0]]]",3,n3,input/training/n3/n3040.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[144 151 144]
  [143 152 143]
  [161 167 160]
  ...
  [ 95 102  87]
  [ 91  99  82]
  [ 89  96  78]]

 [[226 222 211]
  [227 219 210]
  [217 212 206]
  ...
  [105 109  92]
  [ 98 105  89]
  [ 95 103  82]]

 [[220 216 207]
  [216 212 203]
  [199 201 197]
  ...
  [ 98 109  93]
  [ 96 107  90]
  [ 95 103  82]]

 ...

 [[172 181 186]
  [177 184 188]
  [186 187 191]
  ...
  [178 188 190]
  [174 180 180]
  [183 189 189]]

 [[163 172 181]
  [179 189 194]
  [177 186 190]
  ...
  [165 170 174]
  [170 174 177]
  [172 178 180]]

 [[177 184 190]
  [166 176 184]
  [168 177 184]
  ...
  [155 159 160]
  [159 164 168]
  [165 170 172]]]",3,n3,input/training/n3/n3115.jpg
"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[129 125 113]
  [125 122 114]
  [129 120 109]
  ...
  [ 54  59  49]
  [ 52  55  46]
  [ 53  57  42]]

 [[128 124 112]
  [129 123 108]
  [112 101  82]
  ...
  [ 55  60  50]
  [ 53  56  47]
  [ 54  57  47]]

 [[140 137 122]
  [ 98  90  66]
  [117 107  96]
  ...
  [ 56  61  48]
  [ 59  64  57]
  [ 59  64  56]]

 ...

 [[ 82  91  90]
  [ 94  96 102]
  [ 33  38  28]
  ...
  [114 107  96]
  [142 135 120]
  [145 138 120]]

 [[ 75  84  83]
  [ 77  87  82]
  [ 78  88  85]
  ...
  [ 59  61  47]
  [ 73  65  53]
  [141 134 119]]

 [[ 75  83  86]
  [ 73  79  76]
  [ 81  86  87]
  ...
  [ 45  47  36]
  [ 64  63  51]
  [144 138 124]]]",3,n3,input/training/n3/n3119.jpg
